# Generation #0
0.8716371810 , 0.9950830072 , 0.1134938075 , 0.1715189366 , 0.2778316135
0.6203425996 , 0.4005712536 , 0.3346693383 , 0.1323160355 , 0.5567813010
0.6294547404 , 0.2427368711 , 0.1550261243 , 0.3605609605 , 0.1462305099
0.3978109134 , 0.3148381734 , 0.8808267382 , 0.0285166961 , 0.2778601185
0.3009144420 , 0.9251243843 , 0.5500641298 , 0.4229259522 , 0.0138393544
0.2455075618 , 0.5275031029 , 0.8182989993 , 0.8904711014 , 0.6741607998
0.2241282035 , 0.3806225957 , 0.5647463037 , 0.1889030710 , 0.0164396611
0.5943781635 , 0.1018598409 , 0.9923642889 , 0.4383249696 , 0.5767230920
0.0207468932 , 0.3139512502 , 0.2748688846 , 0.1720327080 , 0.8279024729
0.1411966534 , 0.8006389618 , 0.4833558353 , 0.0117527368 , 0.5268773737
0.8754448517 , 0.5632445337 , 0.1831063529 , 0.5998826554 , 0.4629617996
0.4333978068 , 0.5015234559 , 0.3563678063 , 0.6947340642 , 0.6564961393
0.6858471358 , 0.8433939339 , 0.9266685100 , 0.5833947598 , 0.8021048928
0.9846273730 , 0.5069834554 , 0.5848475141 , 0.8508825803 , 0.9578450774
0.2183311741 , 0.6496589980 , 0.0261760686 , 0.4903935761 , 0.9773532299
0.6230045556 , 0.1274169103 , 0.2666409107 , 0.7439884421 , 0.4410256073
0.9668461177 , 0.0630072159 , 0.9377545780 , 0.0257669572 , 0.4889499601
0.5898099921 , 0.9735265418 , 0.6780881603 , 0.8418250095 , 0.3839895596
0.8617904931 , 0.9872058330 , 0.0084113039 , 0.2521786355 , 0.7720135753
0.2304605770 , 0.0187949449 , 0.0260131399 , 0.3098406892 , 0.8858984349
0.6962885393 , 0.9236403517 , 0.2147590306 , 0.6256584443 , 0.0220117291
0.3611330249 , 0.3711007221 , 0.2490351527 , 0.8800706822 , 0.8727724783
0.1688188391 , 0.0790012361 , 0.9987533613 , 0.1866514635 , 0.6707757832
0.5654089130 , 0.1896330042 , 0.2235549242 , 0.2108468355 , 0.3997712053
0.9154629779 , 0.8892795064 , 0.1420567072 , 0.8680531758 , 0.9422439055
0.4822563851 , 0.5388797768 , 0.5181552905 , 0.0969744221 , 0.1059971242
0.4824912921 , 0.5192460612 , 0.0697889577 , 0.9356887350 , 0.9527252793
0.8798909968 , 0.2257046668 , 0.0237272714 , 0.6798437633 , 0.1613312718
0.1688644897 , 0.7648846110 , 0.6364837709 , 0.7483361704 , 0.1644997709
0.8055443634 , 0.2485491266 , 0.6542031001 , 0.7295115852 , 0.7615250615
0.9216002736 , 0.8293593330 , 0.6592219896 , 0.1161277083 , 0.0721304822
0.5259469383 , 0.5115566160 , 0.1608699337 , 0.2654815243 , 0.2765009465
0.8602317859 , 0.1281669368 , 0.6461253705 , 0.7843632949 , 0.5714135007
0.2006434647 , 0.3385158092 , 0.9254932502 , 0.5911492788 , 0.4245828794
0.5103709017 , 0.5530206871 , 0.2201270922 , 0.6020784226 , 0.0084305831
0.6228768394 , 0.1871720037 , 0.7778737551 , 0.1474617160 , 0.4072173974
0.8433892103 , 0.9569236812 , 0.7911242191 , 0.2369651986 , 0.1640102172
0.0021208060 , 0.3703472960 , 0.2913924305 , 0.6821556992 , 0.5221459666
0.7634471333 , 0.1009486709 , 0.8657446517 , 0.1454334182 , 0.4965880941
0.3636835284 , 0.5948248246 , 0.5235051328 , 0.6630750325 , 0.0402040473
0.4967181921 , 0.5059024610 , 0.1811514538 , 0.9792139843 , 0.6153874460
0.6340703960 , 0.8314135413 , 0.8110191232 , 0.0780756954 , 0.6302589312
0.4616197179 , 0.6201264377 , 0.3280830474 , 0.2013790038 , 0.3881400852
0.2406939552 , 0.9475074667 , 0.0353220927 , 0.3830168616 , 0.7528654566
0.8735969720 , 0.3940834939 , 0.2712295821 , 0.5173968586 , 0.2750626240
0.9942125721 , 0.8378486447 , 0.7525627151 , 0.9838108015 , 0.5505455260
0.3733081104 , 0.7706124703 , 0.3433252317 , 0.6592024201 , 0.7785935657
0.4422232162 , 0.9484163830 , 0.9265966062 , 0.9544515961 , 0.7756983978
0.0461566164 , 0.7926688398 , 0.9437837547 , 0.7929075797 , 0.0507382798
0.2242287739 , 0.9053942860 , 0.5663417927 , 0.4045118785 , 0.5119957067
