# Generation #325
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.7823446132 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.6776823467 , 0.7823446132 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.7823446132 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.4466619196
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9769380886
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9685027381 , 0.9849938752
0.9756382059 , 0.9960909987 , 0.9902215984 , 0.9879900881 , 0.9769380886
