# Generation #0
0.0836851739 , 0.1661638084 , 0.3111419325 , 0.9491723000 , 0.9151436348 , 0.8257039862 , 0.9386654222 , 0.0432378223 , 0.7172888977 , 0.3415630794 , 0.2298615108 , 0.9233456432 , 0.7225960260 , 0.8497728545 , 0.2125521995 , 0.5122900424 , 0.7205953437 , 0.8385264048
0.7221994911 , 0.2133455150 , 0.9540285089 , 0.2438000910 , 0.4988450682 , 0.1344182883 , 0.6820740690 , 0.2017747495 , 0.5331551866 , 0.7935191219 , 0.7927356517 , 0.2433569956 , 0.8084019427 , 0.4733921050 , 0.7278942104 , 0.7734500413 , 0.1064501029 , 0.5172001684
0.2333880941 , 0.4678363736 , 0.9754375954 , 0.3497168753 , 0.7588474285 , 0.5661790498 , 0.9216132885 , 0.7763686199 , 0.4542379685 , 0.4016261703 , 0.4480344874 , 0.9148599513 , 0.2806927083 , 0.7756667976 , 0.8459395363 , 0.2569408356 , 0.0018434265 , 0.1789153800
0.3126568366 , 0.5798032875 , 0.3350741180 , 0.4604060206 , 0.0659133197 , 0.3752784392 , 0.6075885737 , 0.3505006649 , 0.7806362012 , 0.1438267451 , 0.5140545075 , 0.6505000764 , 0.9192949350 , 0.0714368347 , 0.9025503491 , 0.5243758986 , 0.2284588348 , 0.0254262119
0.9413416518 , 0.1612821702 , 0.0878407064 , 0.6222002729 , 0.2326771122 , 0.7924259435 , 0.2189609323 , 0.6556048851 , 0.4098106177 , 0.3534543543 , 0.8377467861 , 0.1454692683 , 0.1777443155 , 0.3846598884 , 0.4214034101 , 0.5559392072 , 0.1231611721 , 0.1551697562
0.6539470384 , 0.2721787100 , 0.7898159362 , 0.7353061344 , 0.7965936669 , 0.6128726497 , 0.3001404973 , 0.6143907696 , 0.5102681373 , 0.1920735498 , 0.6458054207 , 0.9028132193 , 0.0998931280 , 0.4935050335 , 0.0043703286 , 0.2214967055 , 0.7735179494 , 0.1381496721
0.5122329542 , 0.8225602325 , 0.3190429974 , 0.6650641226 , 0.3303621227 , 0.2426677375 , 0.4793045595 , 0.8745541377 , 0.7117118725 , 0.5718116011 , 0.6079221014 , 0.4561351779 , 0.2020930077 , 0.4968350091 , 0.0586148501 , 0.6363416255 , 0.0752752179 , 0.2986722271
0.4232376245 , 0.4079257370 , 0.4372975599 , 0.1403931268 , 0.8304860196 , 0.7906800218 , 0.0301424633 , 0.5899886651 , 0.0457083429 , 0.4055503768 , 0.2110722414 , 0.7874025484 , 0.3651468913 , 0.8418478339 , 0.3020568148 , 0.0404722860 , 0.7118661285 , 0.5918645499
0.9345841036 , 0.1950963847 , 0.0390144628 , 0.8496572502 , 0.1859879338 , 0.5241694565 , 0.8687928924 , 0.1272390759 , 0.5803100691 , 0.8534368202 , 0.2003026840 , 0.3437528853 , 0.1302515545 , 0.7626835445 , 0.1980409327 , 0.2131579216 , 0.7295313399 , 0.5397850552
0.2087944722 , 0.1679299262 , 0.3202418565 , 0.3888106624 , 0.7881511665 , 0.5337543911 , 0.7530969619 , 0.4309900493 , 0.2798629216 , 0.7230303884 , 0.4264955063 , 0.2515073827 , 0.1248762381 , 0.7790528725 , 0.4895517980 , 0.7061222671 , 0.0622256361 , 0.1873934353
0.1465809926 , 0.2174958940 , 0.9722971572 , 0.3316576062 , 0.0411111503 , 0.0682624110 , 0.9909011189 , 0.2672389780 , 0.6884567240 , 0.9268051401 , 0.8128791056 , 0.2778991980 , 0.4924387708 , 0.8882757848 , 0.8236093646 , 0.2757984756 , 0.8432975095 , 0.9872219718
0.0300472075 , 0.5938262173 , 0.6091197191 , 0.6493155976 , 0.2871486293 , 0.9667878404 , 0.2212148480 , 0.8571662985 , 0.4430970516 , 0.4897073615 , 0.5890912530 , 0.0904046258 , 0.5442558694 , 0.9590674404 , 0.5050437974 , 0.3420885635 , 0.6895701677 , 0.5565256683
0.3351530116 , 0.7962458625 , 0.3170302829 , 0.4612011117 , 0.6532915280 , 0.8451896703 , 0.8224094523 , 0.7500429491 , 0.0850049763 , 0.1555191237 , 0.6623573005 , 0.2615873282 , 0.5760829519 , 0.7331929697 , 0.5645218781 , 0.0382482015 , 0.5330381614 , 0.2659264561
0.1785445587 , 0.8578425229 , 0.6414383816 , 0.1087287161 , 0.7636963958 , 0.3093673733 , 0.8210344878 , 0.3951977205 , 0.9927802366 , 0.4173993445 , 0.0553826912 , 0.0933280175 , 0.6861453034 , 0.1610308273 , 0.7035188550 , 0.5432321239 , 0.2434258059 , 0.7707918656
0.6129048053 , 0.1450385296 , 0.6188174056 , 0.5127331922 , 0.5817808259 , 0.6115391450 , 0.0499859954 , 0.5479403160 , 0.7314964558 , 0.7916427591 , 0.0605758300 , 0.2573545904 , 0.3210400800 , 0.9232889910 , 0.4471514606 , 0.5115686000 , 0.7014941835 , 0.7790394292
